# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 208000      3.14e-01    3.12e-01      4.72e-03    4.41e-03      2.81e-02    2.79e-02    1.2e-04
 208200      2.49e-01    2.40e-01      1.76e-03    2.92e-03      2.24e-02    2.15e-02    1.2e-04
 208400      3.46e-01    1.67e-01      2.81e-03    3.02e-03      3.12e-02    1.48e-02    1.2e-04
 208600      2.77e-01    2.77e-01      2.42e-03    3.69e-03      2.49e-02    2.48e-02    1.2e-04
 208800      1.88e-01    1.74e-01      4.26e-03    4.81e-03      1.66e-02    1.51e-02    1.2e-04
 209000      2.59e-01    2.55e-01      2.22e-03    3.63e-03      2.33e-02    2.28e-02    1.2e-04
 209200      2.20e-01    3.35e-01      4.55e-03    3.83e-03      1.95e-02    3.00e-02    1.2e-04
 209400      2.75e-01    2.01e-01      4.12e-04    6.74e-04      2.48e-02    1.81e-02    1.2e-04
 209600      4.04e-01    3.56e-01      5.79e-04    1.28e-04      3.64e-02    3.21e-02    1.2e-04
 209800      3.55e-01    3.52e-01      7.56e-04    8.74e-04      3.20e-02    3.18e-02    1.2e-04
 210000      3.21e-01    2.76e-01      7.81e-04    7.56e-04      2.97e-02    2.56e-02    1.2e-04
 210200      2.44e-01    2.37e-01      1.04e-03    6.18e-04      2.25e-02    2.19e-02    1.2e-04
 210400      2.65e-01    1.96e-01      4.19e-03    4.85e-03      2.42e-02    1.77e-02    1.2e-04
 210600      2.20e-01    2.51e-01      1.85e-03    1.78e-03      2.03e-02    2.32e-02    1.2e-04
 210800      2.13e-01    1.00e-01      2.92e-04    2.52e-04      1.97e-02    9.25e-03    1.2e-04
 211000      1.98e-01    2.65e-01      4.97e-03    5.32e-03      1.78e-02    2.41e-02    1.2e-04
 211200      2.58e-01    2.32e-01      2.62e-03    2.27e-03      2.37e-02    2.14e-02    1.2e-04
 211400      3.93e-01    1.81e-01      5.18e-03    5.86e-03      3.61e-02    1.59e-02    1.2e-04
 211600      2.10e-01    1.97e-01      1.64e-03    2.16e-03      1.94e-02    1.81e-02    1.2e-04
 211800      1.73e-01    2.79e-01      1.49e-03    1.51e-04      1.59e-02    2.58e-02    1.2e-04
 212000      2.39e-01    2.75e-01      1.71e-03    4.10e-03      2.21e-02    2.52e-02    1.2e-04
 212200      2.69e-01    3.35e-01      2.11e-04    3.31e-04      2.49e-02    3.10e-02    1.2e-04
 212400      3.03e-01    2.43e-01      3.84e-03    4.24e-03      2.79e-02    2.22e-02    1.2e-04
 212600      2.39e-01    3.23e-01      4.52e-03    4.34e-03      2.17e-02    2.96e-02    1.2e-04
 212800      3.06e-01    2.73e-01      4.11e-04    3.58e-04      2.83e-02    2.53e-02    1.2e-04
 213000      2.39e-01    2.54e-01      2.58e-03    2.04e-03      2.20e-02    2.35e-02    1.2e-04
 213200      2.57e-01    2.70e-01      3.31e-03    2.91e-03      2.36e-02    2.48e-02    1.2e-04
 213400      2.74e-01    2.90e-01      1.67e-05    8.31e-04      2.54e-02    2.68e-02    1.2e-04
 213600      3.22e-01    2.25e-01      3.92e-04    3.78e-04      2.98e-02    2.08e-02    1.2e-04
 213800      3.04e-01    2.59e-01      2.73e-05    7.40e-05      2.81e-02    2.40e-02    1.2e-04
 214000      3.51e-01    2.24e-01      1.19e-03    6.39e-04      3.25e-02    2.08e-02    1.2e-04
 214200      2.18e-01    2.26e-01      8.71e-03    7.28e-03      1.88e-02    1.99e-02    1.2e-04
 214400      2.12e-01    2.32e-01      2.47e-03    2.40e-03      1.95e-02    2.14e-02    1.2e-04
 214600      2.69e-01    2.28e-01      5.67e-05    1.60e-03      2.49e-02    2.10e-02    1.2e-04
 214800      2.58e-01    1.76e-01      4.21e-03    2.65e-03      2.36e-02    1.61e-02    1.2e-04
 215000      2.82e-01    2.84e-01      1.45e-03    1.85e-03      2.67e-02    2.69e-02    1.1e-04
 215200      2.21e-01    2.46e-01      4.90e-03    2.82e-03      2.05e-02    2.32e-02    1.1e-04
 215400      2.81e-01    2.72e-01      3.03e-03    4.73e-04      2.65e-02    2.58e-02    1.1e-04
 215600      2.14e-01    2.78e-01      2.58e-03    2.41e-03      2.02e-02    2.63e-02    1.1e-04
 215800      2.52e-01    2.60e-01      2.18e-03    1.81e-03      2.38e-02    2.47e-02    1.1e-04
 216000      3.16e-01    3.04e-01      2.46e-03    3.02e-03      2.99e-02    2.88e-02    1.1e-04
 216200      3.00e-01    1.60e-01      6.14e-04    4.11e-04      2.84e-02    1.52e-02    1.1e-04
 216400      2.79e-01    3.08e-01      3.04e-03    2.72e-03      2.64e-02    2.91e-02    1.1e-04
 216600      3.41e-01    3.40e-01      8.26e-04    1.10e-03      3.23e-02    3.23e-02    1.1e-04
 216800      1.49e-01    2.03e-01      2.41e-03    1.65e-03      1.40e-02    1.92e-02    1.1e-04
 217000      2.54e-01    3.63e-01      1.81e-03    1.39e-03      2.40e-02    3.44e-02    1.1e-04
 217200      2.73e-01    2.72e-01      1.57e-03    1.88e-03      2.59e-02    2.58e-02    1.1e-04
 217400      1.55e-01    2.38e-01      6.94e-04    3.62e-04      1.47e-02    2.26e-02    1.1e-04
 217600      2.76e-01    2.56e-01      1.13e-03    2.19e-04      2.62e-02    2.43e-02    1.1e-04
 217800      2.97e-01    2.00e-01      1.96e-03    2.22e-03      2.81e-02    1.89e-02    1.1e-04
 218000      1.80e-01    4.07e-01      2.33e-03    2.67e-03      1.69e-02    3.85e-02    1.1e-04
 218200      2.21e-01    1.69e-01      1.90e-03    1.51e-03      2.09e-02    1.59e-02    1.1e-04
 218400      3.71e-01    3.66e-01      4.14e-03    4.09e-03      3.50e-02    3.45e-02    1.1e-04
 218600      2.22e-01    2.54e-01      1.01e-03    1.41e-04      2.11e-02    2.41e-02    1.1e-04
 218800      3.05e-01    1.78e-01      1.89e-03    1.98e-03      2.89e-02    1.68e-02    1.1e-04
 219000      2.27e-01    2.42e-01      8.54e-03    8.61e-03      2.01e-02    2.17e-02    1.1e-04
 219200      2.24e-01    2.62e-01      4.39e-03    4.50e-03      2.09e-02    2.45e-02    1.1e-04
 219400      2.50e-01    2.24e-01      3.00e-03    2.01e-03      2.35e-02    2.12e-02    1.1e-04
 219600      2.67e-01    4.27e-01      7.33e-04    1.42e-03      2.53e-02    4.05e-02    1.1e-04
 219800      2.43e-01    2.88e-01      4.02e-03    3.79e-03      2.28e-02    2.71e-02    1.1e-04
 220000      2.55e-01    1.87e-01      1.48e-03    9.55e-04      2.47e-02    1.81e-02    1.0e-04
 220200      2.84e-01    2.46e-01      2.05e-03    1.46e-03      2.76e-02    2.39e-02    1.0e-04
 220400      2.62e-01    1.91e-01      4.19e-04    2.69e-04      2.55e-02    1.86e-02    1.0e-04
 220600      2.37e-01    3.20e-01      3.88e-03    3.82e-03      2.28e-02    3.09e-02    1.0e-04
 220800      2.39e-01    2.84e-01      6.53e-04    3.40e-05      2.33e-02    2.76e-02    1.0e-04
 221000      3.59e-01    2.70e-01      1.82e-03    1.18e-03      3.50e-02    2.63e-02    1.0e-04
 221200      1.73e-01    2.43e-01      1.82e-03    1.34e-03      1.67e-02    2.36e-02    1.0e-04
 221400      2.28e-01    2.61e-01      3.56e-03    3.28e-03      2.19e-02    2.52e-02    1.0e-04
 221600      1.95e-01    2.35e-01      2.90e-03    4.34e-03      1.88e-02    2.25e-02    1.0e-04
 221800      2.68e-01    2.95e-01      6.03e-03    4.21e-03      2.55e-02    2.85e-02    1.0e-04
 222000      2.55e-01    1.95e-01      6.78e-04    5.22e-04      2.48e-02    1.89e-02    1.0e-04
 222200      2.58e-01    2.33e-01      3.78e-03    3.26e-03      2.48e-02    2.25e-02    1.0e-04
 222400      2.46e-01    2.62e-01      1.06e-03    1.77e-03      2.39e-02    2.54e-02    1.0e-04
 222600      2.02e-01    2.05e-01      2.80e-03    3.01e-03      1.95e-02    1.97e-02    1.0e-04
 222800      2.37e-01    2.52e-01      1.03e-03    3.15e-03      2.30e-02    2.43e-02    1.0e-04
 223000      2.09e-01    2.69e-01      1.16e-03    1.92e-03      2.03e-02    2.61e-02    1.0e-04
 223200      2.28e-01    3.09e-01      4.31e-03    4.92e-03      2.18e-02    2.98e-02    1.0e-04
 223400      2.38e-01    2.27e-01      4.13e-03    3.78e-03      2.29e-02    2.18e-02    1.0e-04
 223600      2.31e-01    1.69e-01      4.99e-03    5.36e-03      2.20e-02    1.57e-02    1.0e-04
 223800      2.24e-01    2.44e-01      5.66e-04    3.12e-04      2.18e-02    2.37e-02    1.0e-04
 224000      2.24e-01    2.61e-01      2.74e-03    2.39e-03      2.17e-02    2.53e-02    1.0e-04
 224200      3.30e-01    2.06e-01      3.02e-03    2.26e-03      3.20e-02    1.99e-02    1.0e-04
 224400      2.47e-01    3.20e-01      2.59e-03    3.60e-03      2.39e-02    3.09e-02    1.0e-04
 224600      1.85e-01    2.31e-01      9.13e-04    1.05e-03      1.79e-02    2.25e-02    1.0e-04
 224800      2.33e-01    2.14e-01      3.35e-03    1.31e-03      2.25e-02    2.08e-02    1.0e-04
 225000      2.05e-01    2.66e-01      1.47e-03    2.91e-03      2.05e-02    2.64e-02    9.9e-05
 225200      2.59e-01    1.85e-01      1.99e-03    1.76e-03      2.58e-02    1.84e-02    9.9e-05
 225400      1.50e-01    2.95e-01      8.05e-04    5.92e-04      1.50e-02    2.94e-02    9.9e-05
 225600      3.08e-01    3.11e-01      1.34e-04    3.17e-05      3.08e-02    3.11e-02    9.9e-05
 225800      2.55e-01    3.47e-01      1.33e-03    1.55e-03      2.54e-02    3.46e-02    9.9e-05
 226000      2.92e-01    1.97e-01      7.68e-03    7.44e-03      2.82e-02    1.84e-02    9.9e-05
 226200      3.07e-01    2.00e-01      4.60e-04    1.75e-04      3.06e-02    1.99e-02    9.9e-05
 226400      3.61e-01    4.69e-01      4.38e-03    2.15e-03      3.58e-02    4.68e-02    9.9e-05
 226600      2.18e-01    2.94e-01      3.01e-03    2.19e-03      2.16e-02    2.93e-02    9.9e-05
 226800      2.02e-01    1.95e-01      3.95e-03    3.69e-03      1.98e-02    1.92e-02    9.9e-05
 227000      2.13e-01    2.21e-01      5.74e-03    5.40e-03      2.05e-02    2.15e-02    9.9e-05
 227200      2.38e-01    2.44e-01      5.57e-04    5.06e-04      2.37e-02    2.44e-02    9.9e-05
 227400      2.00e-01    2.10e-01      3.80e-03    3.66e-03      1.96e-02    2.07e-02    9.9e-05
 227600      3.28e-01    2.29e-01      2.03e-03    1.38e-03      3.27e-02    2.28e-02    9.9e-05
 227800      2.67e-01    2.58e-01      4.03e-03    4.05e-03      2.64e-02    2.54e-02    9.9e-05
 228000      4.01e-01    2.08e-01      4.47e-04    5.34e-04      4.01e-02    2.08e-02    9.9e-05
 228200      2.14e-01    2.37e-01      5.64e-03    5.40e-03      2.07e-02    2.31e-02    9.9e-05
 228400      2.12e-01    1.91e-01      3.65e-03    3.01e-03      2.09e-02    1.89e-02    9.9e-05
 228600      1.64e-01    1.94e-01      8.26e-04    1.43e-04      1.63e-02    1.93e-02    9.9e-05
 228800      2.74e-01    2.81e-01      3.24e-03    3.14e-03      2.72e-02    2.79e-02    9.9e-05
 229000      2.28e-01    2.25e-01      1.35e-03    2.08e-03      2.27e-02    2.24e-02    9.9e-05
 229200      1.81e-01    2.13e-01      8.39e-04    1.19e-04      1.81e-02    2.13e-02    9.9e-05
 229400      2.30e-01    1.92e-01      3.21e-04    8.91e-04      2.30e-02    1.91e-02    9.9e-05
 229600      2.80e-01    2.35e-01      6.20e-04    4.97e-04      2.80e-02    2.35e-02    9.9e-05
 229800      2.02e-01    2.55e-01      2.63e-03    2.64e-03      2.01e-02    2.53e-02    9.9e-05
 230000      2.21e-01    1.50e-01      5.50e-04    2.29e-04      2.26e-02    1.54e-02    9.4e-05
 230200      2.27e-01    1.69e-01      6.87e-04    5.77e-05      2.32e-02    1.73e-02    9.4e-05
 230400      2.50e-01    2.53e-01      9.47e-04    2.41e-03      2.55e-02    2.58e-02    9.4e-05
 230600      1.98e-01    2.94e-01      6.16e-03    5.00e-03      1.93e-02    2.97e-02    9.4e-05
 230800      2.09e-01    2.67e-01      1.06e-04    7.24e-04      2.14e-02    2.74e-02    9.4e-05
 231000      2.09e-01    2.10e-01      9.76e-04    2.86e-04      2.14e-02    2.15e-02    9.4e-05
 231200      2.41e-01    1.66e-01      2.54e-03    2.38e-03      2.45e-02    1.69e-02    9.4e-05
 231400      2.36e-01    2.42e-01      5.94e-04    1.71e-03      2.42e-02    2.47e-02    9.4e-05
 231600      1.97e-01    1.90e-01      3.07e-03    2.61e-03      2.00e-02    1.93e-02    9.4e-05
 231800      1.26e-01    3.53e-01      2.24e-03    2.47e-03      1.27e-02    3.60e-02    9.4e-05
 232000      2.30e-01    2.07e-01      1.84e-03    5.43e-05      2.35e-02    2.12e-02    9.4e-05
 232200      2.04e-01    2.23e-01      7.72e-04    5.92e-04      2.09e-02    2.29e-02    9.4e-05
 232400      3.18e-01    1.85e-01      1.94e-03    2.48e-03      3.25e-02    1.88e-02    9.4e-05
 232600      2.13e-01    2.25e-01      2.71e-03    3.36e-03      2.17e-02    2.28e-02    9.4e-05
 232800      2.57e-01    2.28e-01      1.01e-02    9.64e-03      2.45e-02    2.14e-02    9.4e-05
 233000      3.26e-01    2.33e-01      6.00e-04    1.50e-03      3.34e-02    2.38e-02    9.4e-05
 233200      1.84e-01    1.99e-01      4.42e-03    4.80e-03      1.83e-02    1.98e-02    9.4e-05
 233400      1.97e-01    1.44e-01      1.94e-03    7.84e-04      2.01e-02    1.47e-02    9.4e-05
 233600      8.79e-02    1.67e-01      4.18e-04    7.52e-04      9.00e-03    1.71e-02    9.4e-05
 233800      3.03e-01    2.97e-01      4.81e-03    4.09e-03      3.06e-02    3.01e-02    9.4e-05
 234000      3.18e-01    1.82e-01      5.20e-04    8.27e-04      3.26e-02    1.86e-02    9.4e-05
 234200      2.01e-01    2.60e-01      6.43e-04    1.17e-03      2.05e-02    2.66e-02    9.4e-05
 234400      2.69e-01    1.86e-01      3.75e-03    3.59e-03      2.73e-02    1.87e-02    9.4e-05
 234600      2.19e-01    3.83e-01      1.25e-03    3.80e-04      2.24e-02    3.92e-02    9.4e-05
 234800      1.97e-01    2.15e-01      2.01e-03    1.36e-03      2.01e-02    2.20e-02    9.4e-05
 235000      1.91e-01    1.84e-01      2.00e-03    1.81e-03      1.99e-02    1.92e-02    9.0e-05
 235200      2.84e-01    3.43e-01      2.62e-03    3.15e-03      2.98e-02    3.59e-02    9.0e-05
 235400      2.18e-01    2.46e-01      1.29e-03    1.52e-03      2.28e-02    2.58e-02    9.0e-05
 235600      1.73e-01    1.35e-01      3.21e-03    1.76e-03      1.79e-02    1.41e-02    9.0e-05
 235800      2.27e-01    2.48e-01      2.84e-03    3.33e-03      2.37e-02    2.59e-02    9.0e-05
 236000      1.76e-01    2.27e-01      3.24e-03    3.27e-03      1.82e-02    2.37e-02    9.0e-05
 236200      1.41e-01    3.12e-01      2.91e-03    1.66e-03      1.45e-02    3.27e-02    9.0e-05
 236400      3.02e-01    2.92e-01      4.32e-03    3.98e-03      3.14e-02    3.05e-02    9.0e-05
 236600      1.65e-01    1.27e-01      3.22e-03    3.24e-03      1.70e-02    1.29e-02    9.0e-05
 236800      2.17e-01    2.40e-01      8.91e-04    9.85e-04      2.27e-02    2.52e-02    9.0e-05
 237000      2.40e-01    2.39e-01      8.04e-04    7.14e-04      2.52e-02    2.51e-02    9.0e-05
 237200      1.78e-01    3.19e-01      4.92e-03    4.65e-03      1.80e-02    3.32e-02    9.0e-05
 237400      2.23e-01    2.21e-01      3.36e-03    2.07e-03      2.32e-02    2.31e-02    9.0e-05
 237600      2.06e-01    2.51e-01      6.21e-05    1.06e-03      2.16e-02    2.63e-02    9.0e-05
 237800      8.11e-02    9.48e-02      1.46e-03    1.25e-03      8.40e-03    9.88e-03    9.0e-05
 238000      2.12e-01    2.45e-01      6.85e-03    4.19e-03      2.12e-02    2.54e-02    9.0e-05
 238200      3.24e-01    1.92e-01      2.64e-03    1.94e-03      3.39e-02    2.00e-02    9.0e-05
 238400      1.75e-01    3.29e-01      4.31e-04    2.18e-04      1.84e-02    3.45e-02    9.0e-05
 238600      3.14e-01    2.01e-01      1.94e-03    1.98e-03      3.29e-02    2.10e-02    9.0e-05
 238800      1.51e-01    1.17e-01      1.18e-04    3.37e-04      1.58e-02    1.23e-02    9.0e-05
 239000      2.00e-01    2.06e-01      4.11e-03    4.55e-03      2.06e-02    2.11e-02    9.0e-05
 239200      2.09e-01    2.72e-01      6.99e-04    1.81e-03      2.20e-02    2.85e-02    9.0e-05
 239400      2.75e-01    2.32e-01      1.50e-03    6.64e-04      2.88e-02    2.44e-02    9.0e-05
 239600      2.22e-01    2.35e-01      2.65e-03    1.54e-03      2.31e-02    2.47e-02    9.0e-05
 239800      2.23e-01    2.54e-01      4.34e-03    3.60e-03      2.31e-02    2.64e-02    9.0e-05
 240000      2.55e-01    1.92e-01      5.81e-03    5.76e-03      2.68e-02    1.98e-02    8.5e-05
 240200      2.00e-01    2.16e-01      3.96e-03    3.73e-03      2.11e-02    2.30e-02    8.5e-05
 240400      2.05e-01    2.23e-01      1.33e-04    1.98e-03      2.20e-02    2.39e-02    8.5e-05
 240600      1.81e-01    2.09e-01      1.07e-03    1.22e-03      1.94e-02    2.25e-02    8.5e-05
 240800      1.95e-01    2.27e-01      3.11e-03    3.22e-03      2.08e-02    2.43e-02    8.5e-05
 241000      2.32e-01    2.19e-01      5.52e-03    5.92e-03      2.43e-02    2.28e-02    8.5e-05
 241200      1.92e-01    1.70e-01      1.44e-04    4.50e-04      2.07e-02    1.83e-02    8.5e-05
 241400      2.68e-01    9.57e-02      2.39e-03    1.76e-03      2.88e-02    1.02e-02    8.5e-05
 241600      1.70e-01    2.03e-01      4.14e-03    3.93e-03      1.78e-02    2.15e-02    8.5e-05
 241800      2.62e-01    2.26e-01      1.54e-03    1.85e-03      2.81e-02    2.43e-02    8.5e-05
 242000      2.34e-01    2.54e-01      1.60e-03    1.70e-03      2.52e-02    2.73e-02    8.5e-05
 242200      2.43e-01    2.33e-01      2.12e-03    7.12e-04      2.61e-02    2.51e-02    8.5e-05
 242400      1.91e-01    1.82e-01      5.02e-03    4.24e-03      2.00e-02    1.92e-02    8.5e-05
 242600      1.79e-01    1.74e-01      2.10e-03    1.59e-03      1.92e-02    1.87e-02    8.5e-05
 242800      1.73e-01    1.73e-01      2.51e-03    2.70e-03      1.85e-02    1.85e-02    8.5e-05
 243000      1.67e-01    2.10e-01      1.96e-03    8.45e-04      1.78e-02    2.26e-02    8.5e-05
 243200      2.50e-01    1.50e-01      8.70e-04    3.79e-04      2.69e-02    1.62e-02    8.5e-05
 243400      3.05e-01    2.06e-01      1.19e-03    2.19e-04      3.28e-02    2.22e-02    8.5e-05
 243600      2.38e-01    1.81e-01      2.37e-04    9.11e-05      2.56e-02    1.95e-02    8.5e-05
 243800      2.71e-01    2.30e-01      1.51e-03    1.06e-03      2.92e-02    2.47e-02    8.5e-05
 244000      2.55e-01    3.11e-01      4.60e-03    2.25e-03      2.70e-02    3.34e-02    8.5e-05
 244200      2.70e-01    2.16e-01      4.57e-03    3.21e-03      2.87e-02    2.31e-02    8.5e-05
 244400      2.21e-01    2.08e-01      2.30e-03    2.66e-03      2.37e-02    2.23e-02    8.5e-05
 244600      1.29e-01    2.39e-01      4.63e-03    4.19e-03      1.31e-02    2.54e-02    8.5e-05
 244800      2.20e-01    2.04e-01      3.07e-03    2.98e-03      2.35e-02    2.18e-02    8.5e-05
 245000      2.14e-01    2.66e-01      1.04e-03    2.19e-04      2.36e-02    2.94e-02    8.1e-05
 245200      2.51e-01    1.70e-01      1.06e-03    1.49e-03      2.77e-02    1.87e-02    8.1e-05
 245400      1.15e-01    2.21e-01      7.08e-04    1.41e-03      1.27e-02    2.44e-02    8.1e-05
 245600      1.82e-01    2.34e-01      7.22e-04    1.99e-04      2.01e-02    2.58e-02    8.1e-05
 245800      2.21e-01    1.11e-01      1.54e-03    9.50e-04      2.43e-02    1.22e-02    8.1e-05
 246000      3.22e-01    2.93e-01      1.29e-03    1.68e-03      3.55e-02    3.23e-02    8.1e-05
 246200      2.49e-01    1.04e-01      1.96e-03    2.20e-03      2.74e-02    1.13e-02    8.1e-05
 246400      1.55e-01    1.95e-01      2.16e-03    1.68e-03      1.70e-02    2.14e-02    8.1e-05
 246600      9.35e-02    2.12e-01      2.05e-03    1.37e-03      1.01e-02    2.34e-02    8.1e-05
 246800      1.56e-01    2.74e-01      3.47e-03    2.93e-03      1.68e-02    3.02e-02    8.1e-05
 247000      2.30e-01    2.06e-01      2.50e-03    2.02e-03      2.53e-02    2.26e-02    8.1e-05
 247200      2.06e-01    1.66e-01      2.26e-03    2.06e-03      2.26e-02    1.83e-02    8.1e-05
 247400      1.93e-01    1.72e-01      8.11e-04    1.25e-03      2.13e-02    1.89e-02    8.1e-05
 247600      2.10e-01    2.24e-01      2.66e-05    3.08e-04      2.32e-02    2.48e-02    8.1e-05
 247800      1.54e-01    2.34e-01      2.61e-03    1.77e-03      1.68e-02    2.58e-02    8.1e-05
 248000      2.04e-01    2.12e-01      3.50e-03    3.37e-03      2.22e-02    2.32e-02    8.1e-05
 248200      2.26e-01    1.48e-01      8.35e-04    6.49e-04      2.49e-02    1.64e-02    8.1e-05
